dow,hr,min,stage,No.of waiting,Reason,Serviece time
5,19,7,2,47,3,1099.8
5,18,41,4,2,3,15
3,0,3,2,26,0,514.8
0,9,33,2,18,0,410.4
3,0,56,2,30,0,543
1,0,5,4,30,0,204
4,21,40,4,21,0,159.6
2,18,47,2,5,1,115.5
4,19,18,3,39,3,417.3
1,20,43,2,3,3,70.8
3,18,16,4,29,2,147.9
5,21,58,2,38,0,642.2
6,9,17,2,28,2,439.6
4,0,44,3,0,1,0
6,19,34,3,16,0,147.2
2,9,58,2,4,3,73.6
0,20,27,2,16,2,398.4
2,21,0,3,4,2,37.6
6,12,19,2,25,2,437.5
5,18,55,4,46,2,446.2
5,18,47,2,14,3,238
1,22,33,2,21,0,359.1
5,0,21,4,11,3,73.7
5,21,50,3,36,3,385.2
5,0,18,3,47,0,474.7
3,0,17,3,7,3,81.9
2,0,20,4,39,2,331.5
3,0,10,3,19,2,201.4
1,12,40,3,34,1,377.4
2,0,46,4,43,0,365.5
1,10,53,2,17,1,319.6
4,19,13,2,15,3,300
4,11,35,2,4,2,78.8
3,12,4,2,4,3,70.8
4,20,55,4,30,2,294
5,19,16,3,22,1,184.8
0,22,20,2,43,0,989
4,0,45,2,49,0,1043.7
6,14,26,3,4,1,42.8
1,10,28,4,22,0,147.4
0,0,8,3,38,0,311.6
1,0,19,3,35,2,336
3,10,55,3,13,3,154.7
4,0,10,3,6,3,71.4
1,0,7,2,34,2,737.8
0,9,58,4,5,0,32
1,9,14,3,46,3,515.2
1,0,20,2,28,1,672
2,19,16,2,42,1,827.4
3,19,13,3,9,0,103.5
0,9,24,4,32,1,166.4
4,9,37,3,9,3,95.4
2,0,10,2,18,2,345.6
2,0,57,4,33,2,326.7
6,0,37,2,9,1,174.6
2,21,47,2,41,0,938.9
5,0,3,2,48,0,1185.6
5,0,41,3,20,3,230
4,0,30,3,44,1,365.2
0,18,23,3,35,0,346.5
0,21,31,2,41,2,762.6
4,19,39,2,29,3,725
1,18,5,3,48,1,408
3,22,5,4,18,0,142.2
3,22,22,2,22,2,426.8
1,0,17,2,49,2,833
0,14,49,3,12,1,127.2
6,9,18,2,17,3,351.9
4,0,1,3,33,2,392.7
5,20,16,2,40,2,984
4,10,29,4,13,3,106.6
0,22,32,2,48,1,1104
5,0,53,2,48,2,1099.2
3,22,51,2,22,0,336.6
2,11,3,3,42,3,403.2
1,20,30,3,15,2,150
6,18,39,2,38,3,760
1,22,43,4,46,0,381.8
0,20,32,2,35,1,763
5,0,31,2,47,3,916.5
1,9,21,2,26,0,449.8
4,19,35,2,24,3,472.8
0,21,14,2,17,3,278.8
5,18,6,2,27,2,596.7
2,21,44,2,26,0,494
4,0,29,2,39,2,951.6
0,22,14,3,24,2,244.8
5,22,21,2,30,1,690
1,18,42,2,24,2,592.8
5,12,12,3,8,0,66.4
5,0,11,2,45,0,949.5
4,0,6,2,23,1,453.1
2,0,49,3,25,3,265
2,0,42,2,42,0,693
2,0,4,3,20,0,180
3,19,15,2,17,1,319.6
1,22,35,3,38,1,414.2
4,0,20,2,38,3,938.6
4,21,18,3,26,3,257.4
3,22,46,2,27,1,469.8
2,22,35,3,25,0,260
3,0,46,2,25,2,520
3,18,40,2,20,0,382
0,17,2,2,21,0,342.3
0,16,13,2,38,2,744.8
5,11,1,2,44,3,932.8
0,21,11,3,1,2,11.9
6,19,11,3,34,0,340
4,0,9,2,16,2,372.8
4,12,43,2,20,2,346
3,18,18,4,19,1,114
5,12,55,4,39,1,362.7
4,0,44,3,38,2,429.4
1,22,42,2,32,2,582.4
0,17,12,3,44,1,506
4,12,35,2,2,2,34
1,18,33,4,41,3,336.2
2,21,47,2,46,2,1071.8
0,0,9,3,7,1,56
6,0,40,2,20,1,388
4,22,38,3,32,3,355.2
2,22,27,4,42,0,407.4
3,9,12,2,29,2,719.2
1,18,55,3,1,2,9.3
0,19,41,2,1,1,21.7
6,16,18,3,29,1,232
0,12,30,2,13,0,201.5
4,0,41,2,38,0,798
0,12,30,3,32,3,313.6
3,21,19,2,5,0,83
4,0,21,3,17,2,187
1,20,25,3,10,1,80
1,18,44,2,15,2,370.5
5,9,25,3,10,2,92
2,21,56,3,20,0,228
4,18,56,2,6,0,90
4,11,15,4,27,3,159.3
3,21,4,3,42,1,361.2
6,11,30,2,14,2,253.4
5,0,21,3,48,2,393.6
2,11,45,4,37,2,266.4
2,20,21,4,47,2,324.3
6,20,49,2,31,3,678.9
1,9,55,2,39,0,971.1
3,22,15,3,16,2,131.2
5,0,26,3,23,3,223.1
5,11,22,2,46,3,1113.2
5,22,58,2,21,2,472.5
1,0,43,3,31,0,291.4
3,0,8,2,21,1,373.8
4,0,6,4,31,2,155
3,9,50,4,37,0,259
5,0,51,4,27,3,264.6
2,11,1,2,19,0,471.2
2,19,27,2,21,3,336
4,21,28,3,46,2,368
0,0,32,4,40,2,340
1,0,1,2,5,2,90
4,0,6,2,1,0,19.7
6,12,3,2,37,0,828.8
0,0,7,2,34,1,731
3,21,36,3,25,3,212.5
6,21,43,3,24,2,252
2,22,49,3,33,1,320.1
2,0,15,4,15,1,111
0,0,3,2,9,1,171
1,19,42,2,40,0,936
5,21,46,2,9,1,188.1
2,19,48,2,0,2,0
4,22,16,2,33,3,716.1
1,0,58,4,7,1,39.9
1,0,49,4,20,3,122
2,0,19,4,14,0,106.4
2,22,26,4,41,0,319.8
6,0,6,4,32,1,163.2
6,18,54,2,22,0,543.4
6,15,42,2,14,2,327.6
3,20,30,2,17,0,377.4
1,0,31,2,10,0,250
2,9,48,3,1,1,10.6
0,10,21,2,10,2,219
1,0,42,2,31,2,700.6
0,0,14,3,27,2,280.8
4,22,26,3,26,1,252.2
3,0,35,3,2,3,22.8
5,0,42,2,20,1,438
2,0,0,4,41,2,266.5
6,12,34,3,23,1,246.1
3,21,37,2,8,3,184
5,0,32,4,45,1,346.5
2,22,8,4,37,2,266.4
6,19,55,4,46,3,400.2
2,0,49,3,48,1,465.6
4,18,50,3,16,2,161.6
0,20,50,2,4,3,70.8
3,12,5,2,37,1,888
4,0,19,3,8,3,64.8
4,18,3,3,21,1,249.9
0,0,57,3,40,1,328
3,0,17,4,5,0,49.5
4,22,5,2,7,0,118.3
3,18,38,2,16,2,289.6
0,12,25,2,30,3,549
3,11,10,3,42,0,369.6
6,15,18,4,9,0,71.1
2,22,57,3,18,1,163.8
2,9,29,3,27,2,256.5
1,0,33,2,15,2,238.5
3,12,54,2,47,0,1076.3
0,0,53,2,33,0,722.7
0,19,52,3,25,3,267.5
3,20,31,2,27,2,407.7
6,19,21,3,11,0,103.4
3,18,24,2,12,1,254.4
0,9,49,2,9,1,153
3,18,11,3,30,1,348
2,0,45,2,5,1,103
3,0,6,2,6,1,109.2
5,0,52,4,38,0,250.8
1,20,29,2,14,3,261.8
2,18,45,3,13,2,107.9
5,19,3,2,16,2,289.6
0,14,39,3,24,0,276
3,21,0,2,29,3,501.7
2,0,43,3,45,2,490.5
1,22,20,2,11,1,199.1
4,9,3,2,45,0,747
0,12,37,3,17,3,147.9
0,15,51,4,13,2,93.6
4,10,12,2,10,1,236
1,22,28,2,12,0,189.6
2,22,11,3,31,2,297.6
4,22,12,2,20,0,418
0,14,4,4,34,2,323
6,21,34,2,23,1,483
6,14,8,2,6,3,107.4
5,19,50,3,0,3,0
4,18,34,2,19,3,395.2
6,15,1,2,33,3,554.4
3,19,44,4,3,1,17.7
5,19,54,4,28,3,243.6
0,0,19,2,22,3,398.2
6,14,37,2,42,3,919.8
2,9,58,3,40,0,356
2,0,14,3,2,1,16.6
6,0,27,4,12,1,79.2
2,0,15,4,36,2,352.8
6,11,34,4,23,1,124.2
0,14,13,2,1,0,15.2
3,18,45,3,15,2,129
6,0,13,3,40,2,452
4,9,19,2,17,2,338.3
6,10,21,3,43,2,494.5
0,20,1,2,4,0,62.4
3,0,19,3,11,0,115.5
4,0,5,2,38,3,934.8
4,0,21,4,27,1,261.9
2,19,33,2,7,3,119
5,18,19,3,42,3,428.4
6,9,20,2,40,2,880
6,20,13,2,41,1,918.4
6,11,15,4,49,2,249.9
1,22,22,2,40,2,616
5,19,52,3,45,3,414
2,22,57,3,40,3,356
3,0,29,2,26,3,410.8
2,21,50,3,46,0,441.6
0,22,9,4,23,2,172.5
1,19,24,3,33,1,323.4
1,0,39,2,35,3,847
0,0,44,2,3,1,50.4
1,12,52,3,40,3,364
4,0,0,2,20,1,492
4,22,45,3,8,2,74.4
1,0,7,4,3,3,18.6
2,22,3,3,11,2,127.6
6,20,31,3,49,3,519.4
4,22,19,4,46,3,377.2
5,19,19,2,48,2,1180.8
1,0,35,4,40,2,220
3,20,51,4,40,0,244
5,22,40,2,40,2,660
2,11,16,3,35,1,416.5
4,22,54,2,5,2,85
6,17,43,3,20,3,190
2,20,39,2,18,3,273.6
1,12,55,4,15,3,130.5
6,17,17,2,42,2,861
2,10,54,2,26,3,408.2
2,19,8,2,3,1,47.4
0,19,39,4,12,2,99.6
6,0,54,4,28,3,249.2
4,22,50,2,43,3,1053.5
4,22,49,3,9,2,74.7
3,19,39,2,40,0,612
4,19,26,3,9,3,99.9
2,9,44,2,47,0,987
3,0,9,2,3,2,69.6
3,11,8,2,28,2,534.8
2,20,40,3,37,1,318.2
3,0,1,2,10,0,187
1,0,48,2,48,0,868.8
0,22,28,2,42,1,907.2
0,9,33,2,23,2,529
1,20,48,2,38,3,649.8
5,22,36,4,49,1,382.2
3,20,39,4,19,0,182.4
6,14,38,3,47,2,455.9
2,9,30,3,41,1,369
0,0,0,3,28,2,268.8
1,0,34,3,10,2,80
2,0,4,3,44,0,528
4,0,41,2,44,0,1016.4
3,9,13,2,28,1,593.6
6,16,21,2,19,1,292.6
6,14,48,2,35,0,532
5,21,8,3,7,1,75.6
1,21,38,3,35,2,402.5
3,20,35,2,46,0,892.4
6,15,12,3,0,2,0
6,12,30,2,44,2,928.4
5,18,39,3,36,1,324
1,22,10,3,4,1,33.2
5,9,54,3,14,3,134.4
0,0,56,3,8,2,64.8
3,22,25,3,36,0,363.6
4,20,28,3,12,0,130.8
5,22,39,2,7,2,115.5
1,18,8,4,4,3,28.4
3,0,21,3,31,1,334.8
6,18,13,3,13,0,130
0,15,39,2,3,2,68.1
0,17,18,4,25,1,150
2,11,5,2,28,2,593.6
6,15,8,3,5,3,43
5,0,53,3,10,3,119
2,9,27,2,21,3,520.8
2,0,16,3,14,1,134.4
3,19,26,2,43,3,1014.8
6,18,39,2,14,0,252
4,0,22,2,20,2,388
4,0,28,2,25,3,440
1,0,45,3,17,2,147.9
3,0,55,3,27,2,288.9
0,17,8,3,25,2,247.5
4,12,14,3,33,3,270.6
6,21,23,2,40,2,828
2,22,2,2,0,3,0
1,0,31,2,1,0,24.5
3,0,30,2,43,1,915.9
6,21,6,4,45,3,355.5
3,0,44,3,28,1,266
3,0,22,3,46,0,446.2
6,17,6,2,16,2,256
3,19,19,2,27,1,521.1
5,0,20,3,8,0,92.8
2,22,38,4,24,3,208.8
0,22,27,2,39,0,955.5
3,0,34,4,15,1,87
0,14,56,3,25,3,235
5,22,3,2,37,3,858.4
2,12,15,3,4,1,47.2
0,22,24,2,2,3,36.8
1,0,49,2,27,1,477.9
4,22,42,2,49,1,989.8
6,0,15,2,39,1,620.1
2,21,25,2,45,3,985.5
5,0,44,2,6,0,91.8
0,0,31,3,13,0,111.8
2,12,28,2,45,3,702
1,10,12,4,16,0,158.4
3,22,19,2,40,3,948
2,18,33,3,34,2,292.4
0,11,22,3,42,1,407.4
3,0,24,4,21,0,184.8
5,22,52,3,21,1,220.5
4,0,18,2,31,0,654.1
5,21,25,2,6,2,96.6
1,20,15,3,5,3,47
6,0,55,3,28,2,274.4
1,22,24,2,17,2,408
6,10,5,3,21,0,191.1
2,22,5,2,36,2,666
1,19,27,4,36,0,230.4
1,0,46,2,47,3,883.6
4,22,37,3,33,0,270.6
5,21,50,3,14,2,131.6
0,22,54,3,36,3,309.6
2,0,16,4,6,2,45.6
0,14,48,2,49,1,828.1
5,9,10,3,33,3,343.2
4,22,36,4,18,0,95.4
6,0,48,4,23,1,190.9
5,10,6,2,19,0,406.6
5,9,22,2,39,1,971.1
3,0,28,3,0,1,0
1,12,42,2,17,2,280.5
1,20,1,2,0,3,0
1,20,52,2,10,2,239
4,0,57,3,45,1,373.5
0,14,35,3,8,2,76
5,0,57,2,2,1,43.6
0,11,15,4,17,3,88.4
0,10,28,2,10,1,218
0,17,50,3,24,0,208.8
2,21,4,3,42,0,357
5,0,36,4,25,0,140
0,21,47,2,21,2,514.5
4,11,56,3,38,1,421.8
0,17,56,4,0,0,0
1,20,55,3,45,0,418.5
4,18,4,2,20,0,372
1,0,39,4,7,2,53.9
4,0,46,3,36,0,349.2
2,0,43,2,9,2,156.6
0,12,52,4,5,0,43
0,0,28,2,22,0,442.2
6,0,51,3,1,0,8.3
1,21,26,2,30,0,645
6,0,14,3,20,3,198
2,9,19,2,41,2,963.5
3,20,23,4,32,0,284.8
5,21,51,3,31,3,328.6
6,0,38,3,16,1,166.4
4,22,7,2,19,2,345.8
6,12,45,3,47,3,474.7
4,19,46,2,22,2,466.4
4,0,35,4,28,3,201.6
1,18,5,2,3,0,52.2
3,9,6,3,22,1,259.6
4,18,56,4,5,0,25.5
1,20,58,3,8,3,90.4
1,10,42,2,48,0,921.6
2,22,31,3,40,2,348
2,9,21,2,47,1,1015.2
1,19,56,2,21,3,344.4
6,0,57,2,9,2,202.5
3,0,6,4,35,0,178.5
5,9,19,2,39,0,690.3
6,20,42,4,16,3,139.2
3,19,24,2,13,2,198.9
5,0,53,2,31,2,486.7
1,11,17,4,17,1,86.7
6,0,30,3,48,0,432
1,19,58,4,10,2,63
1,22,6,2,48,0,830.4
0,19,53,2,31,0,635.5
0,14,18,2,14,1,284.2
2,12,31,2,47,3,1095.1
4,20,13,3,32,1,377.6
0,22,13,2,42,0,966
1,21,35,2,31,2,706.8
4,18,24,4,44,0,435.6
0,21,36,2,38,2,809.4
6,0,8,3,31,0,344.1
1,19,48,2,13,0,236.6
5,21,34,3,12,2,98.4
6,21,39,2,49,0,994.7
1,18,6,2,23,2,386.4
2,18,9,3,11,0,132
3,21,22,3,17,1,178.5
6,0,41,3,14,1,137.2
1,0,33,2,28,0,677.6
5,20,23,3,10,3,100
4,0,57,3,31,1,288.3
6,11,15,2,23,2,393.3
6,20,46,3,6,1,67.8
4,18,56,3,43,2,455.8
6,10,42,3,30,3,264
3,21,4,4,42,0,357
6,15,50,4,22,1,202.4
3,20,27,2,7,1,126.7
2,20,8,2,28,1,560
4,9,41,3,25,0,257.5
1,11,13,3,9,0,95.4
0,18,0,4,35,0,220.5
1,22,50,2,43,2,963.2
3,0,2,2,38,0,798
0,9,50,2,13,0,204.1
4,0,49,4,27,1,245.7
3,0,10,2,37,3,732.6
6,0,55,3,33,3,386.1
3,22,21,3,18,0,160.2
0,0,27,2,39,0,885.3
4,19,6,2,9,0,218.7
1,0,25,3,7,3,67.9
4,18,36,3,18,1,198
1,19,12,2,21,2,348.6
2,11,17,3,13,1,115.7
1,22,46,3,38,1,315.4
6,11,6,3,40,0,356
6,14,26,2,19,3,355.3
5,19,31,4,46,2,271.4
2,0,14,2,46,3,731.4
4,9,47,3,1,0,11.1
4,22,45,2,7,3,145.6
1,20,47,4,26,0,153.4
4,20,48,2,23,0,552
1,21,23,2,16,0,246.4
4,0,14,3,31,3,316.2
6,15,11,4,4,3,24
0,19,17,2,48,0,816
0,12,15,4,13,3,66.3
4,0,15,4,36,1,241.2
0,16,20,2,29,3,710.5
2,12,44,4,39,1,288.6
4,9,2,4,18,2,111.6
2,20,4,2,32,2,579.2
6,0,37,2,2,3,30.8
5,21,46,2,20,0,382
5,21,53,3,41,3,418.2
6,11,37,3,7,2,70
6,10,53,3,8,1,83.2
2,18,44,2,26,1,621.4
1,0,9,2,40,3,852
6,14,46,3,41,0,381.3
4,9,46,3,41,3,364.9
6,14,35,2,40,1,896
1,22,0,3,16,0,179.2
0,12,2,4,36,3,216
0,10,53,3,4,3,34.4
6,14,58,2,16,3,268.8
1,9,43,3,12,0,118.8
6,11,51,2,32,2,512
2,11,35,2,16,0,372.8
4,18,55,2,9,2,198
5,11,41,2,8,3,120.8
2,0,30,2,23,3,558.9
2,0,39,2,3,2,60.6
6,22,36,2,42,1,835.8
3,9,2,3,18,0,153
0,11,49,2,29,3,672.8
4,0,39,4,26,1,231.4
4,11,34,2,5,3,84
4,0,55,2,44,1,1095.6
3,21,2,3,16,2,179.2
3,11,47,2,2,0,40.4
6,21,23,3,0,1,0
0,0,56,2,9,1,156.6
0,0,52,2,17,1,351.9
6,11,12,3,8,0,82.4
4,12,29,3,16,3,137.6
2,22,53,2,21,1,319.2
2,0,17,4,31,0,294.5
6,20,10,2,15,3,318
6,22,13,3,19,1,165.3
0,18,55,3,13,3,150.8
6,20,54,2,49,0,1171.1
4,18,9,2,28,2,422.8
0,18,32,2,15,1,372
5,22,58,2,31,0,589
6,16,52,3,39,3,354.9
1,20,30,4,10,0,55
6,18,28,4,9,2,56.7
1,0,57,4,36,0,280.8
2,0,31,2,37,0,658.6
1,19,12,3,38,1,456
0,11,47,3,45,1,405
5,22,49,3,42,0,457.8
4,0,3,4,10,2,93
2,12,41,2,29,2,536.5
2,0,32,2,41,3,893.8
2,18,11,2,47,3,991.7
1,12,21,3,1,1,10.4
2,19,24,4,49,1,445.9
4,0,36,4,44,1,233.2
4,18,52,3,28,3,322
2,9,13,2,30,1,513
5,9,12,2,6,3,116.4
2,0,57,4,0,3,0
0,19,22,2,30,1,594
0,0,24,2,24,2,400.8
1,18,12,2,37,3,858.4
0,18,45,2,1,3,16.3
5,0,56,4,49,0,475.3
0,0,17,2,45,3,823.5
4,21,30,4,44,0,426.8
5,0,17,3,8,0,64.8
2,21,48,2,35,0,651
0,20,51,2,33,0,772.2
5,12,3,4,34,0,323
2,18,55,3,20,0,208
4,22,41,2,4,0,63.6
3,20,45,2,17,2,314.5
2,11,15,2,8,3,184
4,20,1,3,47,1,394.8
3,22,39,3,18,2,151.2
0,22,29,2,43,1,842.8
6,22,50,2,31,0,728.5
4,10,25,3,27,0,248.4
0,12,34,2,37,3,839.9
0,16,9,2,34,2,673.2
4,21,32,2,4,1,99.2
3,21,0,3,40,0,332
3,10,15,4,2,3,10.8
6,17,54,2,34,2,697
5,20,10,4,44,0,233.2
2,19,23,4,17,3,134.3
0,21,8,3,7,0,59.5
1,0,41,3,15,1,169.5
0,0,37,4,7,0,37.1
1,12,49,3,47,0,446.5
1,0,4,2,32,0,771.2
4,18,15,2,28,1,599.2
1,21,7,4,23,3,230
6,10,44,4,22,0,184.8
3,22,36,3,40,0,376
0,21,31,2,34,2,819.4
3,0,2,3,37,3,362.6
5,0,23,3,2,2,21.8
4,9,9,2,9,3,147.6
5,9,37,2,12,0,214.8
4,0,12,2,19,0,359.1
2,0,49,2,24,2,422.4
5,0,56,3,27,2,270
0,15,50,2,37,0,625.3
4,20,8,3,34,0,323
4,21,55,3,24,0,276
1,0,3,3,39,3,464.1
2,20,32,2,32,1,480
3,20,51,3,24,0,201.6
0,12,0,2,36,2,817.2
6,15,58,2,22,3,547.8
3,21,33,3,10,1,118
4,21,33,2,20,2,352
4,0,52,3,18,1,178.2
2,19,6,4,34,3,316.2
0,0,35,2,26,2,504.4
1,12,35,4,15,0,144
0,16,21,3,10,3,110
3,21,43,3,19,0,197.6
2,0,21,2,6,3,97.8
1,22,17,2,48,0,1041.6
2,10,9,2,19,3,376.2
1,0,37,3,35,2,406
2,0,41,2,1,1,20.8
6,15,31,2,2,3,32.6
2,19,55,2,36,1,856.8
6,0,20,3,19,3,172.9
6,10,6,3,35,1,416.5
5,19,19,3,21,3,247.8
5,18,19,3,38,2,406.6
4,11,33,4,44,2,224.4
6,10,13,2,24,3,403.2
6,16,47,2,4,0,74.8
5,19,45,2,38,3,570
1,20,7,3,44,2,444.4
3,18,44,4,22,2,200.2
1,0,44,3,39,3,464.1
0,9,19,4,10,0,77
0,20,23,3,41,2,438.7
5,0,12,4,29,2,272.6
6,0,17,2,37,2,925
3,12,42,4,1,2,6.4
1,18,41,3,26,3,288.6
1,0,54,2,47,2,1066.9
6,12,8,4,8,3,63.2
2,20,27,2,12,2,187.2
1,9,33,3,20,2,186
3,19,43,2,43,1,829.9
2,0,56,2,2,3,39
5,19,18,3,30,1,339
3,18,53,3,35,0,420
3,20,38,2,43,2,872.9
5,12,12,2,16,2,371.2
0,15,45,2,48,1,940.8
5,22,2,2,16,0,353.6
3,22,45,2,35,2,581
1,21,4,3,20,2,224
3,9,13,4,15,3,96
3,11,37,2,34,0,544
6,15,1,2,33,0,630.3
3,0,19,4,0,1,0
5,10,51,2,29,0,481.4
5,22,1,2,30,3,597
0,9,17,3,37,0,425.5
4,22,6,3,25,1,282.5
4,18,15,4,18,3,126
2,21,21,4,15,2,85.5
3,19,18,3,4,2,41.6
6,12,7,3,29,3,298.7
4,22,49,3,33,1,290.4
5,0,6,2,30,0,585
5,21,58,4,14,3,84
3,18,36,4,22,0,125.4
3,22,35,4,34,3,272
0,19,15,4,30,2,222
3,10,35,3,40,1,336
4,0,8,2,20,3,486
5,0,22,4,48,1,273.6
5,22,32,2,10,1,180
4,0,35,2,10,1,246
4,0,55,3,19,1,201.4
1,19,10,4,45,1,360
5,0,51,2,32,3,704
2,22,1,3,13,0,123.5
2,20,28,3,14,3,145.6
1,19,35,4,5,1,34.5
1,11,15,2,27,0,575.1
5,18,32,2,41,3,697
3,0,29,2,20,0,378
5,21,19,2,19,3,444.6
3,0,30,2,34,1,751.4
0,19,37,4,29,0,156.6
0,21,3,2,30,0,495
1,22,16,4,18,2,133.2
1,0,24,4,16,2,134.4
4,0,25,3,49,2,411.6
4,10,54,2,44,1,981.2
6,19,20,4,13,2,102.7
4,0,41,3,23,0,193.2
3,10,28,3,14,2,121.8
1,0,0,2,8,2,145.6
0,17,30,2,33,3,627
6,21,56,2,2,0,35.8
3,21,31,3,1,2,9.9
5,20,11,2,32,3,486.4
2,20,35,3,35,2,350
2,20,1,2,42,0,823.2
1,18,0,3,14,1,158.2
0,17,31,2,1,3,23.2
5,21,4,2,20,1,378
4,0,2,3,8,0,96
5,22,58,2,19,1,304
1,0,15,3,20,1,212
2,21,32,4,26,3,223.6
3,0,33,3,26,1,286
0,10,54,2,3,2,74.1
1,12,17,3,29,2,284.2
5,0,45,2,17,1,374
6,17,44,3,25,0,255
4,0,11,2,49,0,1043.7
4,21,37,4,36,1,244.8
4,11,7,3,49,0,445.9
3,18,28,2,48,2,801.6
1,9,29,3,41,0,385.4
6,11,46,3,6,3,51
2,20,20,3,31,3,291.4
2,21,18,3,5,1,49
2,20,24,2,8,2,133.6
2,0,29,2,8,1,186.4
4,10,16,2,19,3,288.8
5,18,56,2,13,2,283.4
3,19,23,2,29,3,704.7
3,22,23,2,35,2,843.5
4,20,28,2,26,1,574.6
4,11,6,2,47,0,789.6
5,20,4,4,12,1,118.8
5,0,13,2,18,3,320.4
4,20,45,4,26,2,184.6
1,19,50,2,25,0,605
0,17,4,3,29,3,342.2
2,11,41,3,17,3,202.3
5,22,22,4,28,1,229.6
6,14,2,4,21,0,210
2,0,30,4,25,1,240
1,21,6,3,37,3,303.4
5,9,15,3,47,2,484.1
3,19,28,4,35,2,311.5
1,21,3,2,49,0,1092.7
1,0,53,2,9,0,211.5
4,0,53,2,47,3,1043.4
3,20,28,3,36,3,313.2
1,20,34,3,28,1,235.2
1,0,26,2,41,3,918.4
2,12,38,2,34,0,598.4
5,0,31,2,44,0,1082.4
0,18,30,2,15,1,283.5
0,14,27,4,25,3,232.5
0,22,32,2,5,3,117
4,22,49,3,40,0,360
1,21,8,3,34,3,306
4,9,57,4,27,0,170.1
1,18,55,3,39,1,327.6
3,0,35,2,14,0,250.6
2,0,15,2,33,2,537.9
3,19,1,4,22,1,173.8
1,0,0,3,34,1,326.4
1,20,34,4,18,1,113.4
4,18,11,3,12,1,102
6,14,36,2,26,2,577.2
3,19,12,4,17,3,127.5
0,19,26,4,13,3,66.3
6,0,11,2,32,3,563.2
4,0,28,4,30,2,213
5,9,0,2,18,3,358.2
0,10,55,2,31,3,545.6
6,16,5,3,48,0,427.2
5,21,0,3,1,1,11.7
4,12,19,3,6,1,51.6
4,18,29,2,3,1,48.9
6,0,3,3,35,0,378
1,0,8,4,19,3,104.5
5,22,0,2,16,2,249.6
3,18,21,2,15,3,307.5
2,19,43,2,35,0,665
4,18,34,3,37,1,347.8
3,20,45,3,31,3,251.1
4,20,47,2,5,3,101
6,18,38,2,7,2,137.2
5,20,20,2,49,3,764.4
2,19,5,4,11,0,66
0,0,8,2,7,0,156.8
0,0,14,4,20,0,114
6,15,47,2,20,2,486
1,12,14,3,29,2,345.1
5,0,19,4,29,3,237.8
1,21,13,3,15,0,166.5
0,12,42,3,26,2,215.8
6,22,12,2,5,1,110
2,0,10,3,6,0,51.6
3,21,26,2,33,0,600.6
5,12,22,3,29,1,310.3
3,0,9,2,27,2,669.6
5,21,10,2,8,2,176.8
6,0,43,4,11,2,60.5
1,19,58,2,45,3,1066.5
5,20,42,2,24,2,518.4
2,20,27,2,12,1,217.2
0,20,26,2,32,2,707.2
6,16,17,2,49,2,891.8
4,22,21,2,46,0,805
4,0,5,2,13,2,257.4
5,0,43,2,16,3,347.2
2,9,39,3,16,3,155.2
2,0,38,2,26,1,405.6
0,0,50,3,49,3,514.5
3,0,15,4,22,2,118.8
3,0,24,2,9,0,213.3
1,0,23,2,27,0,618.3
5,18,56,4,40,2,252
3,21,53,4,22,3,110
3,12,35,3,43,1,507.4
1,22,18,3,31,0,319.3
3,20,35,2,48,0,940.8
6,0,0,2,5,3,121.5
1,0,36,2,19,2,465.5
0,10,25,2,0,3,0
4,0,43,3,7,1,61.6
2,0,52,2,30,1,744
4,20,0,2,11,0,215.6
4,20,35,2,37,0,599.4
3,12,58,3,4,1,35.6
6,22,2,3,41,0,373.1
5,18,58,4,12,2,82.8
2,9,29,2,16,2,264
0,15,38,2,4,0,68.4
3,22,43,2,24,0,470.4
1,21,49,4,37,3,366.3
5,18,44,2,43,2,1001.9
6,16,53,2,42,2,651
4,0,31,2,34,1,826.2
1,20,42,2,10,1,218
0,0,16,4,25,0,152.5
5,21,13,2,22,0,462
3,9,39,2,0,3,0
4,0,18,3,31,3,368.9
6,14,12,2,2,1,47.6
0,16,46,2,23,1,552
4,0,45,3,12,1,135.6
6,0,17,4,25,0,210
0,10,6,4,10,2,55
5,18,39,2,44,3,1029.6
2,0,37,4,23,3,202.4
2,12,44,2,37,3,817.7
3,21,29,3,43,2,378.4
6,16,29,3,28,2,296.8
0,22,55,4,44,2,330
5,9,54,2,45,1,1111.5
2,18,15,2,24,3,415.2
3,19,56,2,21,1,352.8
2,20,20,2,24,0,506.4
3,0,27,2,15,0,366
1,22,44,2,0,3,0
2,11,32,3,28,0,308
1,22,2,2,39,2,908.7
1,0,25,3,43,2,511.7
4,0,26,2,41,2,902
6,18,22,2,18,3,417.6
2,18,15,3,43,3,399.9
0,0,15,2,3,2,46.5
5,22,44,4,20,2,184
5,0,40,3,22,1,220
6,15,58,2,15,1,303
2,18,38,3,4,2,35.6
2,21,47,2,12,0,260.4
4,11,39,2,38,2,646
5,0,26,2,7,1,132.3
0,10,51,2,23,1,538.2
0,20,37,2,4,2,69.6
1,0,12,2,15,0,267
1,0,26,2,17,1,282.2
0,0,28,2,7,1,157.5
4,0,23,2,29,0,501.7
5,0,19,3,33,0,267.3
1,18,13,3,8,2,80.8
0,0,5,4,4,1,22.4
2,18,7,4,3,2,17.1
4,0,25,2,40,1,844
6,14,21,3,44,0,462
6,21,29,4,21,1,155.4
6,12,19,4,17,3,105.4
5,0,25,2,39,0,709.8
5,19,1,3,3,0,30.9
